NODE_KEY,PARENT_KEY_NODE_KEY,SO_ITEM_GUID,QUANTITY,QUANTITY_UNIT,GROSS_AMOUNT,NET_AMOUNT,TAX_AMOUNT,CURRENCY_CODE,PRODUCT_GUID,INV_ITEM_POS
40F2E9AFC5011EE7AEC4A3700911A55C,40F2E9AFC5011EE7AEC4A36FBC0BE55C,40F2E9AFC5011EE7AEC4A36B723A055C,3000,EA,1.64,1.38,26163,EUR,42F2E9AFC4EF1EE7A4AB154ADF156C01,70
40F2E9AFC5011EE7AEC4A3700911C55C,40F2E9AFC5011EE7AEC4A36FBC0BE55C,40F2E9AFC5011EE7AEC4A36B7239E55C,2000,EA,2.93,2.46,46740,MXN,42F2E9AFC4EF1EE7A4AB154ADF168C01,60
40F2E9AFC5011EE7AEC4A3700911E55C,40F2E9AFC5011EE7AEC4A36FBC0BE55C,40F2E9AFC5011EE7AEC4A36B7239C55C,2000,EA,1.02,86000,16340,CAD,42F2E9AFC4EF1EE7A4AB154ADF166C01,50
40F2E9AFC5011EE7AEC4A3700912055C,40F2E9AFC5011EE7AEC4A36FBC0BE55C,40F2E9AFC5011EE7AEC4A36B7239A55C,2000,EA,94962,79800,15162,USD,42F2E9AFC4EF1EE7A4AB154ADF164C01,40
40F2E9AFC5011EE7AEC4A3700912255C,40F2E9AFC5011EE7AEC4A36FBC0BE55C,40F2E9AFC5011EE7AEC4A36B7239855C,2000,EA,82110,69000,13110,EUR,42F2E9AFC4EF1EE7A4AB154ADF162C01,30
40F2E9AFC5011EE7AEC4A3700912455C,40F2E9AFC5011EE7AEC4A36FBC0BE55C,40F2E9AFC5011EE7AEC4A36B7239655C,1000,EA,33915,28500,5415,GBP,42F2E9AFC4EF1EE7A4AB154ADF160C01,20
40F2E9AFC5011EE7AEC4A3700912655C,40F2E9AFC5011EE7AEC4A36FBC0BE55C,40F2E9AFC5011EE7AEC4A36B7239455C,2000,EA,54740,46000,8740,EUR,42F2E9AFC4EF1EE7A4AB154ADF15EC01,10
40F2E9AFC5011EE7AEC4A3700912855C,40F2E9AFC5011EE7AEC4A36FBC0C055C,40F2E9AFC5011EE7AEC4A36B723B655C,2000,EA,28322,23800,4522,JPY,42F2E9AFC4EF1EE7A4AB154ADF178C01,80
40F2E9AFC5011EE7AEC4A3700912A55C,40F2E9AFC5011EE7AEC4A36FBC0C055C,40F2E9AFC5011EE7AEC4A36B723B455C,1000,EA,11781,9900,1881,EUR,42F2E9AFC4EF1EE7A4AB154ADF176C01,70
40F2E9AFC5011EE7AEC4A3700912C55C,40F2E9AFC5011EE7AEC4A36FBC0C055C,40F2E9AFC5011EE7AEC4A36B723B255C,2000,EA,40460,34000,6460,EUR,42F2E9AFC4EF1EE7A4AB154ADF174C01,60
40F2E9AFC5011EE7AEC4A3700912E55C,40F2E9AFC5011EE7AEC4A36FBC0C055C,40F2E9AFC5011EE7AEC4A36B723B055C,1000,EA,11781,9900,1881,USD,42F2E9AFC4EF1EE7A4AB154ADF172C01,50
40F2E9AFC5011EE7AEC4A3700913055C,40F2E9AFC5011EE7AEC4A36FBC0C055C,40F2E9AFC5011EE7AEC4A36B723AE55C,2000,EA,33082,27800,5282,RUB,42F2E9AFC4EF1EE7A4AB154ADF170C01,40
40F2E9AFC5011EE7AEC4A3700913255C,40F2E9AFC5011EE7AEC4A36FBC0C055C,40F2E9AFC5011EE7AEC4A36B723AC55C,2000,EA,83062,69800,13262,EUR,42F2E9AFC4EF1EE7A4AB154ADF16EC01,30
40F2E9AFC5011EE7AEC4A3700913455C,40F2E9AFC5011EE7AEC4A36FBC0C055C,40F2E9AFC5011EE7AEC4A36B723AA55C,1000,EA,58310,49000,9310,ARS,42F2E9AFC4EF1EE7A4AB154ADF16CC01,20
40F2E9AFC5011EE7AEC4A3700913655C,40F2E9AFC5011EE7AEC4A36FBC0C055C,40F2E9AFC5011EE7AEC4A36B723A855C,3000,EA,2.96,2.49,47310,EUR,42F2E9AFC4EF1EE7A4AB154ADF16AC01,10
40F2E9AFC5011EE7AEC4A3700913855C,40F2E9AFC5011EE7AEC4A36FBC0C255C,40F2E9AFC5011EE7AEC4A36B723B855C,3000,EA,49976,41997,7979,EUR,42F2E9AFC4EF1EE7A4AB154ADF194C01,10
40F2E9AFC5011EE7AEC4A3700913A55C,40F2E9AFC5011EE7AEC4A36FBC0C255C,40F2E9AFC5011EE7AEC4A36B723BA55C,3000,EA,46053,38700,7353,INR,42F2E9AFC4EF1EE7A4AB154ADF196C01,20
40F2E9AFC5011EE7AEC4A3700913C55C,40F2E9AFC5011EE7AEC4A36FBC0C255C,40F2E9AFC5011EE7AEC4A36B723BC55C,3000,EA,31773,26700,5073,PLN,42F2E9AFC4EF1EE7A4AB154ADF198C01,30
40F2E9AFC5011EE7AEC4A3700913E55C,40F2E9AFC5011EE7AEC4A36FBC0C255C,40F2E9AFC5011EE7AEC4A36B723BE55C,1000,EA,20111,16900,3211,ARS,42F2E9AFC4EF1EE7A4AB154ADF19AC01,40
40F2E9AFC5011EE7AEC4A3700914055C,40F2E9AFC5011EE7AEC4A36FBC0C255C,40F2E9AFC5011EE7AEC4A36B723C055C,1000,EA,22491,18900,3591,CNY,42F2E9AFC4EF1EE7A4AB154ADF19CC01,50
40F2E9AFC5011EE7AEC4A3700914255C,40F2E9AFC5011EE7AEC4A36FBC0C455C,40F2E9AFC5011EE7AEC4A36B723C255C,2000,EA,21396,17980,3416,USD,42F2E9AFC4EF1EE7A4AB154ADF1A6C01,10
40F2E9AFC5011EE7AEC4A3700914455C,40F2E9AFC5011EE7AEC4A36FBC0C455C,40F2E9AFC5011EE7AEC4A36B723C455C,1000,EA,9508,7990,1518,EUR,42F2E9AFC4EF1EE7A4AB154ADF1A8C01,20
40F2E9AFC5011EE7AEC4A3700914655C,40F2E9AFC5011EE7AEC4A36FBC0C455C,40F2E9AFC5011EE7AEC4A36B723C655C,2000,EA,16422,13800,2622,USD,42F2E9AFC4EF1EE7A4AB154ADF1AAC01,30
40F2E9AFC5011EE7AEC4A3700914855C,40F2E9AFC5011EE7AEC4A36FBC0C455C,40F2E9AFC5011EE7AEC4A36B723C855C,1000,EA,9163,7700,1463,EUR,42F2E9AFC4EF1EE7A4AB154ADF1ACC01,40
40F2E9AFC5011EE7AEC4A3700914A55C,40F2E9AFC5011EE7AEC4A36FBC0C455C,40F2E9AFC5011EE7AEC4A36B723CA55C,3000,EA,19635,16500,3135,JPY,42F2E9AFC4EF1EE7A4AB154ADF1AEC01,50
40F2E9AFC5011EE7AEC4A3700914C55C,40F2E9AFC5011EE7AEC4A36FBC0C655C,40F2E9AFC5011EE7AEC4A36B723D855C,3000,EA,821,690,131,EUR,42F2E9AFC4EF1EE7A4AB154ADF1BCC01,70
40F2E9AFC5011EE7AEC4A3700914E55C,40F2E9AFC5011EE7AEC4A36FBC0C655C,40F2E9AFC5011EE7AEC4A36B723D655C,2000,EA,9282,7800,1482,GBP,42F2E9AFC4EF1EE7A4AB154ADF1BAC01,60
40F2E9AFC5011EE7AEC4A3700915055C,40F2E9AFC5011EE7AEC4A36FBC0C655C,40F2E9AFC5011EE7AEC4A36B723D455C,2000,EA,1642,1380,262,EUR,42F2E9AFC4EF1EE7A4AB154ADF1B8C01,50
40F2E9AFC5011EE7AEC4A3700915255C,40F2E9AFC5011EE7AEC4A36FBC0C655C,40F2E9AFC5011EE7AEC4A36B723D255C,3000,EA,3177,2670,507,USD,42F2E9AFC4EF1EE7A4AB154ADF1B6C01,40
40F2E9AFC5011EE7AEC4A3700915455C,40F2E9AFC5011EE7AEC4A36FBC0C655C,40F2E9AFC5011EE7AEC4A36B723D055C,2000,EA,59.5,50,9.5,EUR,42F2E9AFC4EF1EE7A4AB154ADF1D4C01,30
40F2E9AFC5011EE7AEC4A3700915655C,40F2E9AFC5011EE7AEC4A36FBC0C655C,40F2E9AFC5011EE7AEC4A36B723CE55C,2000,EA,35.7,30,5.7,JPY,42F2E9AFC4EF1EE7A4AB154ADF1D2C01,20
40F2E9AFC5011EE7AEC4A3700915855C,40F2E9AFC5011EE7AEC4A36FBC0C655C,40F2E9AFC5011EE7AEC4A36B723CC55C,1000,EA,5.95,5,95000,EUR,42F2E9AFC4EF1EE7A4AB154ADF1D0C01,10
40F2E9AFC5011EE7AEC4A3700915A55C,40F2E9AFC5011EE7AEC4A36FBC0C855C,40F2E9AFC5011EE7AEC4A36B723DA55C,3000,EA,10353,8700,1653,EUR,42F2E9AFC4EF1EE7A4AB154ADF1B0C01,10
40F2E9AFC5011EE7AEC4A3700915C55C,40F2E9AFC5011EE7AEC4A36FBC0C855C,40F2E9AFC5011EE7AEC4A36B723DC55C,1000,EA,4046,3400,646,MXN,42F2E9AFC4EF1EE7A4AB154ADF1B2C01,20
40F2E9AFC5011EE7AEC4A3700915E55C,40F2E9AFC5011EE7AEC4A36FBC0C855C,40F2E9AFC5011EE7AEC4A36B723DE55C,3000,EA,10674,8970,1704,ARS,42F2E9AFC4EF1EE7A4AB154ADF1B4C01,30
40F2E9AFC5011EE7AEC4A3700916055C,40F2E9AFC5011EE7AEC4A36FBC0CA55C,40F2E9AFC5011EE7AEC4A36B723E055C,2000,EA,54740,46000,8740,EUR,42F2E9AFC4EF1EE7A4AB154ADF15EC01,10
40F2E9AFC5011EE7AEC4A3700916255C,40F2E9AFC5011EE7AEC4A36FBC0CA55C,40F2E9AFC5011EE7AEC4A36B723E255C,3000,EA,1.02,85500,16245,GBP,42F2E9AFC4EF1EE7A4AB154ADF160C01,20
40F2E9AFC5011EE7AEC4A3700916455C,40F2E9AFC5011EE7AEC4A36FBC0CA55C,40F2E9AFC5011EE7AEC4A36B723E455C,1000,EA,41055,34500,6555,EUR,42F2E9AFC4EF1EE7A4AB154ADF162C01,30
40F2E9AFC5011EE7AEC4A3700916655C,40F2E9AFC5011EE7AEC4A36FBC0CA55C,40F2E9AFC5011EE7AEC4A36B723E655C,2000,EA,94962,79800,15162,USD,42F2E9AFC4EF1EE7A4AB154ADF164C01,40
40F2E9AFC5011EE7AEC4A3700916855C,40F2E9AFC5011EE7AEC4A36FBC0CA55C,40F2E9AFC5011EE7AEC4A36B723E855C,2000,EA,1.02,86000,16340,CAD,42F2E9AFC4EF1EE7A4AB154ADF166C01,50
40F2E9AFC5011EE7AEC4A3700916A55C,40F2E9AFC5011EE7AEC4A36FBC0CA55C,40F2E9AFC5011EE7AEC4A36B723EA55C,1000,EA,1.46,1.23,23370,MXN,42F2E9AFC4EF1EE7A4AB154ADF168C01,60
40F2E9AFC5011EE7AEC4A3700916C55C,40F2E9AFC5011EE7AEC4A36FBC0CA55C,40F2E9AFC5011EE7AEC4A36B723EC55C,3000,EA,3.41,2.87,54492,EUR,42F2E9AFC4EF1EE7A4AB154ADF148C01,70
40F2E9AFC5011EE7AEC4A3700916E55C,40F2E9AFC5011EE7AEC4A36FBC0CA55C,40F2E9AFC5011EE7AEC4A36B723EE55C,1000,EA,1.49,1.25,23731,EUR,42F2E9AFC4EF1EE7A4AB154ADF14AC01,80
40F2E9AFC5011EE7AEC4A3700917055C,40F2E9AFC5011EE7AEC4A36FBC0CC55C,40F2E9AFC5011EE7AEC4A36B723F055C,2000,EA,2142,1800,342,EUR,42F2E9AFC4EF1EE7A4AB154ADF17AC01,10
40F2E9AFC5011EE7AEC4A3700917255C,40F2E9AFC5011EE7AEC4A36FBC0CC55C,40F2E9AFC5011EE7AEC4A36B723F255C,2000,EA,1666,1400,266,EUR,42F2E9AFC4EF1EE7A4AB154ADF17CC01,20
40F2E9AFC5011EE7AEC4A3700917455C,40F2E9AFC5011EE7AEC4A36FBC0CC55C,40F2E9AFC5011EE7AEC4A36B723F455C,2000,EA,2618,2200,418,ARS,42F2E9AFC4EF1EE7A4AB154ADF17EC01,30
40F2E9AFC5011EE7AEC4A3700917655C,40F2E9AFC5011EE7AEC4A36FBC0CC55C,40F2E9AFC5011EE7AEC4A36B723F655C,3000,EA,4998,4200,798,BRL,42F2E9AFC4EF1EE7A4AB154ADF180C01,40
40F2E9AFC5011EE7AEC4A3700917855C,40F2E9AFC5011EE7AEC4A36FBC0CC55C,40F2E9AFC5011EE7AEC4A36B723F855C,1000,EA,1904,1600,304,CAD,42F2E9AFC4EF1EE7A4AB154ADF182C01,50
40F2E9AFC5011EE7AEC4A3700917A55C,40F2E9AFC5011EE7AEC4A36FBC0CC55C,40F2E9AFC5011EE7AEC4A36B723FA55C,2000,EA,6188,5200,988,CHF,42F2E9AFC4EF1EE7A4AB154ADF184C01,60
40F2E9AFC5011EE7AEC4A3700917C55C,40F2E9AFC5011EE7AEC4A36FBC0CE55C,40F2E9AFC5011EE7AEC4A36B7240055C,2000,EA,83062,69800,13262,EUR,42F2E9AFC4EF1EE7A4AB154ADF16EC01,30
40F2E9AFC5011EE7AEC4A3700917E55C,40F2E9AFC5011EE7AEC4A36FBC0CE55C,40F2E9AFC5011EE7AEC4A36B723FE55C,2000,EA,1.17,98000,18620,ARS,42F2E9AFC4EF1EE7A4AB154ADF16CC01,20
40F2E9AFC5011EE7AEC4A3700918055C,40F2E9AFC5011EE7AEC4A36FBC0CE55C,40F2E9AFC5011EE7AEC4A36B723FC55C,2000,EA,1.98,1.66,31540,EUR,42F2E9AFC4EF1EE7A4AB154ADF16AC01,10
40F2E9AFC5011EE7AEC4A3700918255C,40F2E9AFC5011EE7AEC4A36FBC0D055C,40F2E9AFC5011EE7AEC4A36B7240255C,2000,EA,16874,14180,2694,ARS,42F2E9AFC4EF1EE7A4AB154ADF18EC01,10
40F2E9AFC5011EE7AEC4A3700918455C,40F2E9AFC5011EE7AEC4A36FBC0D055C,40F2E9AFC5011EE7AEC4A36B7240455C,2000,EA,19445,16340,3105,ZAR,42F2E9AFC4EF1EE7A4AB154ADF190C01,20
40F2E9AFC5011EE7AEC4A3700918655C,40F2E9AFC5011EE7AEC4A36FBC0D055C,40F2E9AFC5011EE7AEC4A36B7240655C,3000,EA,36128,30360,5768,USD,42F2E9AFC4EF1EE7A4AB154ADF192C01,30
40F2E9AFC5011EE7AEC4A3700918855C,40F2E9AFC5011EE7AEC4A36FBC0D055C,40F2E9AFC5011EE7AEC4A36B7240855C,2000,EA,1664,1398,266,USD,42F2E9AFC4EF1EE7A4AB154ADF186C01,40
40F2E9AFC5011EE7AEC4A3700918A55C,40F2E9AFC5011EE7AEC4A36FBC0D055C,40F2E9AFC5011EE7AEC4A36B7240A55C,2000,EA,2140,1798,342,EUR,42F2E9AFC4EF1EE7A4AB154ADF188C01,50
40F2E9AFC5011EE7AEC4A3700918C55C,40F2E9AFC5011EE7AEC4A36FBC0D055C,40F2E9AFC5011EE7AEC4A36B7240C55C,1000,EA,1546,1299,247,USD,42F2E9AFC4EF1EE7A4AB154ADF18AC01,60
40F2E9AFC5011EE7AEC4A3700918E55C,40F2E9AFC5011EE7AEC4A36FBC0D055C,40F2E9AFC5011EE7AEC4A36B7240E55C,3000,EA,4998,4200,798,JPY,42F2E9AFC4EF1EE7A4AB154ADF18CC01,70
40F2E9AFC5011EE7AEC4A3700919055C,40F2E9AFC5011EE7AEC4A36FBC0D255C,40F2E9AFC5011EE7AEC4A36B7241655C,1000,EA,3558,2990,568,ARS,42F2E9AFC4EF1EE7A4AB154ADF1B4C01,40
40F2E9AFC5011EE7AEC4A3700919255C,40F2E9AFC5011EE7AEC4A36FBC0D255C,40F2E9AFC5011EE7AEC4A36B7241455C,3000,EA,12138,10200,1938,MXN,42F2E9AFC4EF1EE7A4AB154ADF1B2C01,30
40F2E9AFC5011EE7AEC4A3700919455C,40F2E9AFC5011EE7AEC4A36FBC0D255C,40F2E9AFC5011EE7AEC4A36B7241255C,3000,EA,10353,8700,1653,EUR,42F2E9AFC4EF1EE7A4AB154ADF1B0C01,20
40F2E9AFC5011EE7AEC4A3700919655C,40F2E9AFC5011EE7AEC4A36FBC0D255C,40F2E9AFC5011EE7AEC4A36B7241055C,1000,EA,6545,5500,1045,JPY,42F2E9AFC4EF1EE7A4AB154ADF1AEC01,10
40F2E9AFC5011EE7AEC4A3700919855C,40F2E9AFC5011EE7AEC4A36FBC0D455C,40F2E9AFC5011EE7AEC4A36B7241855C,2000,EA,2.28,1.91,36328,EUR,42F2E9AFC4EF1EE7A4AB154ADF148C01,10
40F2E9AFC5011EE7AEC4A3700919A55C,40F2E9AFC5011EE7AEC4A36FBC0D455C,40F2E9AFC5011EE7AEC4A36B7241A55C,2000,EA,2.97,2.5,47462,EUR,42F2E9AFC4EF1EE7A4AB154ADF14AC01,20
40F2E9AFC5011EE7AEC4A3700919C55C,40F2E9AFC5011EE7AEC4A36FBC0D455C,40F2E9AFC5011EE7AEC4A36B7241C55C,2000,EA,3.74,3.14,59660,USD,42F2E9AFC4EF1EE7A4AB154ADF14CC01,30
40F2E9AFC5011EE7AEC4A3700919E55C,40F2E9AFC5011EE7AEC4A36FBC0D455C,40F2E9AFC5011EE7AEC4A36B7241E55C,3000,EA,5.89,4.95,94050,EUR,42F2E9AFC4EF1EE7A4AB154ADF14EC01,40
40F2E9AFC5011EE7AEC4A370091A055C,40F2E9AFC5011EE7AEC4A36FBC0D455C,40F2E9AFC5011EE7AEC4A36B7242055C,2000,EA,71162,59800,11362,USD,42F2E9AFC4EF1EE7A4AB154ADF150C01,50
40F2E9AFC5011EE7AEC4A370091A255C,40F2E9AFC5011EE7AEC4A36FBC0D455C,40F2E9AFC5011EE7AEC4A36B7242255C,2000,EA,4.76,4,75962,EUR,42F2E9AFC4EF1EE7A4AB154ADF152C01,60
40F2E9AFC5011EE7AEC4A370091A455C,40F2E9AFC5011EE7AEC4A36FBC0D455C,40F2E9AFC5011EE7AEC4A36B7242455C,1000,EA,2.74,2.3,43681,JPY,42F2E9AFC4EF1EE7A4AB154ADF154C01,70
40F2E9AFC5011EE7AEC4A370091A655C,40F2E9AFC5011EE7AEC4A36FBC0D455C,40F2E9AFC5011EE7AEC4A36B7242655C,2000,EA,1.09,91800,17442,EUR,42F2E9AFC4EF1EE7A4AB154ADF156C01,80
40F2E9AFC5011EE7AEC4A370091A855C,40F2E9AFC5011EE7AEC4A36FBC0D455C,40F2E9AFC5011EE7AEC4A36B7242855C,3000,EA,53193,44700,8493,MXN,42F2E9AFC4EF1EE7A4AB154ADF158C01,90
40F2E9AFC5011EE7AEC4A370091AA55C,40F2E9AFC5011EE7AEC4A36FBC0D655C,40F2E9AFC5011EE7AEC4A36B7243655C,2000,EA,1.02,86000,16340,CAD,42F2E9AFC4EF1EE7A4AB154ADF166C01,70
40F2E9AFC5011EE7AEC4A370091AC55C,40F2E9AFC5011EE7AEC4A36FBC0D655C,40F2E9AFC5011EE7AEC4A36B7243455C,2000,EA,94962,79800,15162,USD,42F2E9AFC4EF1EE7A4AB154ADF164C01,60
40F2E9AFC5011EE7AEC4A370091AE55C,40F2E9AFC5011EE7AEC4A36FBC0D655C,40F2E9AFC5011EE7AEC4A36B7243255C,3000,EA,1.23,1.04,19665,EUR,42F2E9AFC4EF1EE7A4AB154ADF162C01,50
40F2E9AFC5011EE7AEC4A370091B055C,40F2E9AFC5011EE7AEC4A36FBC0D655C,40F2E9AFC5011EE7AEC4A36B7243055C,2000,EA,67830,57000,10830,GBP,42F2E9AFC4EF1EE7A4AB154ADF160C01,40
40F2E9AFC5011EE7AEC4A370091B255C,40F2E9AFC5011EE7AEC4A36FBC0D655C,40F2E9AFC5011EE7AEC4A36B7242E55C,2000,EA,54740,46000,8740,EUR,42F2E9AFC4EF1EE7A4AB154ADF15EC01,30
40F2E9AFC5011EE7AEC4A370091B455C,40F2E9AFC5011EE7AEC4A36FBC0D655C,40F2E9AFC5011EE7AEC4A36B7242C55C,3000,EA,1.83,1.54,29184,USD,42F2E9AFC4EF1EE7A4AB154ADF15CC01,20
40F2E9AFC5011EE7AEC4A370091B655C,40F2E9AFC5011EE7AEC4A36FBC0D655C,40F2E9AFC5011EE7AEC4A36B7242A55C,1000,EA,2,1.68,31901,ARS,42F2E9AFC4EF1EE7A4AB154ADF15AC01,10
40F2E9AFC5011EE7AEC4A370091B855C,40F2E9AFC5011EE7AEC4A36FBC0D855C,40F2E9AFC5011EE7AEC4A36B7243855C,1000,EA,98770,83000,15770,EUR,42F2E9AFC4EF1EE7A4AB154ADF16AC01,10
40F2E9AFC5011EE7AEC4A370091BA55C,40F2E9AFC5011EE7AEC4A36FBC0D855C,40F2E9AFC5011EE7AEC4A36B7243A55C,2000,EA,1.17,98000,18620,ARS,42F2E9AFC4EF1EE7A4AB154ADF16CC01,20
40F2E9AFC5011EE7AEC4A370091BC55C,40F2E9AFC5011EE7AEC4A36FBC0D855C,40F2E9AFC5011EE7AEC4A36B7243C55C,1000,EA,41531,34900,6631,EUR,42F2E9AFC4EF1EE7A4AB154ADF16EC01,30
40F2E9AFC5011EE7AEC4A370091BE55C,40F2E9AFC5011EE7AEC4A36FBC0D855C,40F2E9AFC5011EE7AEC4A36B7243E55C,1000,EA,16541,13900,2641,RUB,42F2E9AFC4EF1EE7A4AB154ADF170C01,40
40F2E9AFC5011EE7AEC4A370091C055C,40F2E9AFC5011EE7AEC4A36FBC0D855C,40F2E9AFC5011EE7AEC4A36B7244055C,1000,EA,11781,9900,1881,USD,42F2E9AFC4EF1EE7A4AB154ADF172C01,50
40F2E9AFC5011EE7AEC4A370091C255C,40F2E9AFC5011EE7AEC4A36FBC0D855C,40F2E9AFC5011EE7AEC4A36B7244255C,3000,EA,60690,51000,9690,EUR,42F2E9AFC4EF1EE7A4AB154ADF174C01,60
40F2E9AFC5011EE7AEC4A370091C455C,40F2E9AFC5011EE7AEC4A36FBC0DA55C,40F2E9AFC5011EE7AEC4A36B7245455C,2000,EA,1664,1398,266,USD,42F2E9AFC4EF1EE7A4AB154ADF186C01,90
40F2E9AFC5011EE7AEC4A370091C655C,40F2E9AFC5011EE7AEC4A36FBC0DA55C,40F2E9AFC5011EE7AEC4A36B7245255C,3000,EA,9282,7800,1482,CHF,42F2E9AFC4EF1EE7A4AB154ADF184C01,80
40F2E9AFC5011EE7AEC4A370091C855C,40F2E9AFC5011EE7AEC4A36FBC0DA55C,40F2E9AFC5011EE7AEC4A36B7245055C,2000,EA,3808,3200,608,CAD,42F2E9AFC4EF1EE7A4AB154ADF182C01,70
40F2E9AFC5011EE7AEC4A370091CA55C,40F2E9AFC5011EE7AEC4A36FBC0DA55C,40F2E9AFC5011EE7AEC4A36B7244E55C,1000,EA,1666,1400,266,BRL,42F2E9AFC4EF1EE7A4AB154ADF180C01,60
40F2E9AFC5011EE7AEC4A370091CC55C,40F2E9AFC5011EE7AEC4A36FBC0DA55C,40F2E9AFC5011EE7AEC4A36B7244C55C,2000,EA,2618,2200,418,ARS,42F2E9AFC4EF1EE7A4AB154ADF17EC01,50
40F2E9AFC5011EE7AEC4A370091CE55C,40F2E9AFC5011EE7AEC4A36FBC0DA55C,40F2E9AFC5011EE7AEC4A36B7244A55C,3000,EA,2499,2100,399,EUR,42F2E9AFC4EF1EE7A4AB154ADF17CC01,40
40F2E9AFC5011EE7AEC4A370091D055C,40F2E9AFC5011EE7AEC4A36FBC0DA55C,40F2E9AFC5011EE7AEC4A36B7244855C,1000,EA,1071,900,171,EUR,42F2E9AFC4EF1EE7A4AB154ADF17AC01,30
40F2E9AFC5011EE7AEC4A370091D255C,40F2E9AFC5011EE7AEC4A36FBC0DA55C,40F2E9AFC5011EE7AEC4A36B7244655C,2000,EA,28322,23800,4522,JPY,42F2E9AFC4EF1EE7A4AB154ADF178C01,20
40F2E9AFC5011EE7AEC4A370091D455C,40F2E9AFC5011EE7AEC4A36FBC0DA55C,40F2E9AFC5011EE7AEC4A36B7244455C,3000,EA,35343,29700,5643,EUR,42F2E9AFC4EF1EE7A4AB154ADF176C01,10
40F2E9AFC5011EE7AEC4A370091D655C,40F2E9AFC5011EE7AEC4A36FBC0DC55C,40F2E9AFC5011EE7AEC4A36B7245655C,2000,EA,2140,1798,342,EUR,42F2E9AFC4EF1EE7A4AB154ADF188C01,10
40F2E9AFC5011EE7AEC4A370091D855C,40F2E9AFC5011EE7AEC4A36FBC0DC55C,40F2E9AFC5011EE7AEC4A36B7245855C,1000,EA,1546,1299,247,USD,42F2E9AFC4EF1EE7A4AB154ADF18AC01,20
