NODE_KEY,PO_ID,NOTE_GUID,PARTNER_GUID_NODE_KEY,CURRENCY_CODE,GROSS_AMOUNT,NET_AMOUNT,TAX_AMOUNT,LIFECYCLE_STATUS,ORDERING_STATUS,INVOICING_STATUS
C5780EA698D71EDE8CB7136C91DF2254,300000025,C5780EA698D71EDE8CB7135CF7306254,C5780EA698D71EDE8CB712767C9DC254,EUR,47582.15,39985.00,7597.15,P,,I
C5780EA698D71EDE8CB7136C91DF4254,300000026,C5780EA698D71EDE8CB7135CF7308254,C5780EA698D71EDE8CB712767C9E2254,EUR,18190.34,15286.00,2904.34,P,,I
C5780EA698D71EDE8CB7136C91DF6254,300000027,C5780EA698D71EDE8CB7135CF730A254,C5780EA698D71EDE8CB712767C9AE254,EUR,9182.04,7716.00,1466.04,P,,I
C5780EA698D71EDE8CB7136C91DF8254,300000028,C5780EA698D71EDE8CB7135CF730C254,C5780EA698D71EDE8CB712767CA02254,EUR,5806.01,4879.00,927.01,P,,I
C5780EA698D71EDE8CB7136C91DFA254,300000029,C5780EA698D71EDE8CB7135CF730E254,C5780EA698D71EDE8CB712767C9C2254,EUR,1626.37,1366.70,259.67,P,,I
C5780EA698D71EDE8CB7136C91DFC254,300000030,C5780EA698D71EDE8CB7135CF7310254,C5780EA698D71EDE8CB712767CA00254,EUR,2691.78,2262.00,429.78,P,,I
C5780EA698D71EDE8CB7136C91DFE254,300000031,C5780EA698D71EDE8CB7135CF7312254,C5780EA698D71EDE8CB712767C9E4254,EUR,4950.40,4160.00,790.40,P,,I
C5780EA698D71EDE8CB7136C91E00254,300000032,C5780EA698D71EDE8CB7135CF7314254,C5780EA698D71EDE8CB712767C9E2254,EUR,12020.19,10101.00,1919.19,P,,I
C5780EA698D71EDE8CB7136C91E02254,300000033,C5780EA698D71EDE8CB7135CF7316254,C5780EA698D71EDE8CB712767C9DE254,EUR,71973.58,60482.00,11491.58,P,,I
C5780EA698D71EDE8CB7136C91E04254,300000034,C5780EA698D71EDE8CB7135CF7318254,C5780EA698D71EDE8CB712767CA04254,EUR,8751.26,7354.00,1397.26,P,,I
C5780EA698D71EDE8CB7136C91E06254,300000035,C5780EA698D71EDE8CB7135CF731A254,C5780EA698D71EDE8CB712767C9E8254,EUR,4938.50,4150.00,788.50,P,,I
C5780EA698D71EDE8CB7136C91E08254,300000036,C5780EA698D71EDE8CB7135CF731C254,C5780EA698D71EDE8CB712767C9EE254,EUR,3227.24,2711.97,515.27,P,,I
C5780EA698D71EDE8CB7136C91E0A254,300000037,C5780EA698D71EDE8CB7135CF731E254,C5780EA698D71EDE8CB712767C9EC254,EUR,8542.94,7178.94,1364.00,P,,I
C5780EA698D71EDE8CB7136C91E0C254,300000038,C5780EA698D71EDE8CB7135CF7320254,C5780EA698D71EDE8CB712767C9C2254,EUR,3485.98,2929.40,556.58,P,,I
C5780EA698D71EDE8CB7136C91E0E254,300000039,C5780EA698D71EDE8CB7135CF7322254,C5780EA698D71EDE8CB712767C9B0254,EUR,6127.29,5148.98,978.31,P,,I
C5780EA698D71EDE8CB7136C91E10254,300000040,C5780EA698D71EDE8CB7135CF7324254,C5780EA698D71EDE8CB712767C9C0254,EUR,13274.68,11155.20,2119.48,P,,I
C5780EA698D71EDE8CB7136C91E12254,300000041,C5780EA698D71EDE8CB7135CF7326254,C5780EA698D71EDE8CB712767C9EE254,EUR,1933.73,1624.98,308.75,P,,I
C5780EA698D71EDE8CB7136C91E14254,300000042,C5780EA698D71EDE8CB7135CF7328254,C5780EA698D71EDE8CB712767C9BA254,EUR,2153.90,1810.00,343.90,P,,I
C5780EA698D71EDE8CB7136C91E16254,300000043,C5780EA698D71EDE8CB7135CF732A254,C5780EA698D71EDE8CB712767C9E2254,EUR,5622.75,4725.00,897.75,P,,I
C5780EA698D71EDE8CB7136C91E18254,300000044,C5780EA698D71EDE8CB7135CF732C254,C5780EA698D71EDE8CB712767C9BA254,EUR,20476.33,17207.00,3269.33,P,,I
C5780EA698D71EDE8CB7136C91E1A254,300000045,C5780EA698D71EDE8CB7135CF732E254,C5780EA698D71EDE8CB712767C9DE254,EUR,90278.16,75864.00,14414.16,P,,I
C5780EA698D71EDE8CB7136C91E1C254,300000046,C5780EA698D71EDE8CB7135CF7330254,C5780EA698D71EDE8CB712767C9DC254,EUR,12848.43,10797.00,2051.43,P,,I
C5780EA698D71EDE8CB7136C91E1E254,300000047,C5780EA698D71EDE8CB7135CF7332254,C5780EA698D71EDE8CB712767CA00254,EUR,1067.43,897.00,170.43,P,,I
C5780EA698D71EDE8CB7136C91E20254,300000048,C5780EA698D71EDE8CB7135CF7334254,C5780EA698D71EDE8CB712767C9EA254,EUR,5257.42,4418.00,839.42,P,,I
C5780EA698D71EDE8CB7136C91E22254,300000049,C5780EA698D71EDE8CB7135CF7336254,C5780EA698D71EDE8CB712767C9E4254,EUR,16756.39,14081.00,2675.39,P,,I
C5780EA698D71EDE8CB7136C91E24254,300000050,C5780EA698D71EDE8CB7135CF7338254,C5780EA698D71EDE8CB712767C9B6254,EUR,7349.35,6175.92,1173.43,P,,I
C5780EA698D71EDE8CB7136C91E26254,300000051,C5780EA698D71EDE8CB7135CF733A254,C5780EA698D71EDE8CB712767C9D8254,EUR,11252.64,9456.00,1796.64,P,,I
C5780EA698D71EDE8CB7136C91E28254,300000052,C5780EA698D71EDE8CB7135CF733C254,C5780EA698D71EDE8CB712767C9FE254,EUR,3140.41,2639.00,501.41,P,,I
C5780EA698D71EDE8CB7136C91E2A254,300000053,C5780EA698D71EDE8CB7135CF733E254,C5780EA698D71EDE8CB712767C9C6254,EUR,6251.07,5253.00,998.07,P,,I
C5780EA698D71EDE8CB7136C91E2C254,300000054,C5780EA698D71EDE8CB7135CF7340254,C5780EA698D71EDE8CB712767C9EC254,EUR,3944.82,3314.97,629.85,P,,I
C5780EA698D71EDE8CB7136C91E2E254,300000055,C5780EA698D71EDE8CB7135CF7342254,C5780EA698D71EDE8CB712767C9DE254,EUR,125635.44,105576.00,20059.44,P,,I
C5780EA698D71EDE8CB7136C91E30254,300000056,C5780EA698D71EDE8CB7135CF7344254,C5780EA698D71EDE8CB712767C9FC254,EUR,974.61,819.00,155.61,P,,I
C5780EA698D71EDE8CB7136C91E32254,300000057,C5780EA698D71EDE8CB7135CF7346254,C5780EA698D71EDE8CB712767C9E8254,EUR,3669.96,3084.00,585.96,P,,I
C5780EA698D71EDE8CB7136C91E34254,300000058,C5780EA698D71EDE8CB7135CF7348254,C5780EA698D71EDE8CB712767C9B0254,EUR,7677.85,6451.97,1225.88,P,,I
C5780EA698D71EDE8CB7136C91E36254,300000059,C5780EA698D71EDE8CB7135CF734A254,C5780EA698D71EDE8CB712767C9AE254,EUR,3453.38,2902.00,551.38,P,,I
C5780EA698D71EDE8CB7136C91E38254,300000060,C5780EA698D71EDE8CB7135CF734C254,C5780EA698D71EDE8CB712767C9D6254,EUR,12644.94,10626.00,2018.94,P,,I
C5780EA698D71EDE8CB7136C91E3A254,300000061,C5780EA698D71EDE8CB7135CF734E254,C5780EA698D71EDE8CB712767C9BC254,EUR,4598.16,3864.00,734.16,P,,I
C5780EA698D71EDE8CB7136C91E3C254,300000062,C5780EA698D71EDE8CB7135CF7350254,C5780EA698D71EDE8CB712767C9F0254,EUR,722.23,606.91,115.32,P,,I
C5780EA698D71EDE8CB7136C91E3E254,300000063,C5780EA698D71EDE8CB7135CF7352254,C5780EA698D71EDE8CB712767C9F8254,EUR,2354.54,1978.60,375.94,P,,I
C5780EA698D71EDE8CB7136C91E40254,300000064,C5780EA698D71EDE8CB7135CF7354254,C5780EA698D71EDE8CB712767C9DA254,EUR,10281.60,8640.00,1641.60,P,,I
C5780EA698D71EDE8CB7136C91E42254,300000065,C5780EA698D71EDE8CB7135CF7356254,C5780EA698D71EDE8CB712767C9E0254,EUR,213043.32,179028.00,34015.32,P,,I
C5780EA698D71EDE8CB7136C91E44254,300000066,C5780EA698D71EDE8CB7135CF7358254,C5780EA698D71EDE8CB712767C9F4254,EUR,222.41,186.90,35.51,P,,I
C5780EA698D71EDE8CB7136C91E46254,300000067,C5780EA698D71EDE8CB7135CF735A254,C5780EA698D71EDE8CB712767C9F6254,EUR,808.84,679.70,129.14,P,,I
C5780EA698D71EDE8CB7136C91E48254,300000068,C5780EA698D71EDE8CB7135CF735C254,C5780EA698D71EDE8CB712767C9C6254,EUR,4137.63,3477.00,660.63,P,,I
C5780EA698D71EDE8CB7136C91E4A254,300000069,C5780EA698D71EDE8CB7135CF735E254,C5780EA698D71EDE8CB712767CA00254,EUR,1995.63,1677.00,318.63,P,,I
C5780EA698D71EDE8CB7136C91E4C254,300000070,C5780EA698D71EDE8CB7135CF7360254,C5780EA698D71EDE8CB712767CA02254,EUR,11320.47,9513.00,1807.47,P,,I
C5780EA698D71EDE8CB7136C91E4E254,300000071,C5780EA698D71EDE8CB7135CF7362254,C5780EA698D71EDE8CB712767C9DC254,EUR,12848.43,10797.00,2051.43,P,,I
C5780EA698D71EDE8CB7136C91E50254,300000072,C5780EA698D71EDE8CB7135CF7364254,C5780EA698D71EDE8CB712767C9DE254,EUR,514.08,432.00,82.08,P,,I
C5780EA698D71EDE8CB7136C91E52254,300000073,C5780EA698D71EDE8CB7135CF7366254,C5780EA698D71EDE8CB712767C9CA254,EUR,3260.60,2740.00,520.60,P,,I
C5780EA698D71EDE8CB7136C91E54254,300000074,C5780EA698D71EDE8CB7135CF7368254,C5780EA698D71EDE8CB712767C9B6254,EUR,6117.69,5140.92,976.77,P,,I
C5780EA698D71EDE8CB7136C91E56254,300000075,C5780EA698D71EDE8CB7135CF736A254,C5780EA698D71EDE8CB712767C9C8254,EUR,14307.48,12023.10,2284.38,P,,I
C5780EA698D71EDE8CB7136C91E58254,300000076,C5780EA698D71EDE8CB7135CF736C254,C5780EA698D71EDE8CB712767C9F8254,EUR,3510.74,2950.20,560.54,P,,I
C5780EA698D71EDE8CB7136C91E5A254,300000077,C5780EA698D71EDE8CB7135CF736E254,C5780EA698D71EDE8CB712767CA02254,EUR,8979.74,7546.00,1433.74,P,,I
C5780EA698D71EDE8CB7136C91E5C254,300000078,C5780EA698D71EDE8CB7135CF7370254,C5780EA698D71EDE8CB712767C9E6254,EUR,5519.22,4638.00,881.22,P,,I
C5780EA698D71EDE8CB7136C91E5E254,300000079,C5780EA698D71EDE8CB7135CF7372254,C5780EA698D71EDE8CB712767CA04254,EUR,14102.69,11851.00,2251.69,P,,I
C5780EA698D71EDE8CB7136C91E60254,300000080,C5780EA698D71EDE8CB7135CF7374254,C5780EA698D71EDE8CB712767C9FE254,EUR,3483.13,2927.00,556.13,P,,I
C5780EA698D71EDE8CB7136C91E62254,300000081,C5780EA698D71EDE8CB7135CF7376254,C5780EA698D71EDE8CB712767C9DE254,EUR,53780.86,45194.00,8586.86,P,,I
C5780EA698D71EDE8CB7136C91E64254,300000082,C5780EA698D71EDE8CB7135CF7378254,C5780EA698D71EDE8CB712767C9B4254,EUR,4872.25,4094.33,777.92,P,,I
C5780EA698D71EDE8CB7136C91E66254,300000083,C5780EA698D71EDE8CB7135CF737A254,C5780EA698D71EDE8CB712767C9D8254,EUR,8811.95,7405.00,1406.95,P,,I
C5780EA698D71EDE8CB7136C91E68254,300000084,C5780EA698D71EDE8CB7135CF737C254,C5780EA698D71EDE8CB712767C9E2254,EUR,5033.70,4230.00,803.70,P,,I
C5780EA698D71EDE8CB7136C91E6A254,300000085,C5780EA698D71EDE8CB7135CF737E254,C5780EA698D71EDE8CB712767C9E8254,EUR,4031.72,3388.00,643.72,P,,I
C5780EA698D71EDE8CB7136C91E6C254,300000086,C5780EA698D71EDE8CB7135CF7380254,C5780EA698D71EDE8CB712767C9B4254,EUR,6282.82,5279.68,1003.14,P,,I
C5780EA698D71EDE8CB7136C91E6E254,300000087,C5780EA698D71EDE8CB7135CF7382254,C5780EA698D71EDE8CB712767CA02254,EUR,12603.29,10591.00,2012.29,P,,I
C5780EA698D71EDE8CB7136C91E70254,300000088,C5780EA698D71EDE8CB7135CF7384254,C5780EA698D71EDE8CB712767C9D2254,EUR,6178.48,5192.00,986.48,P,,I
C5780EA698D71EDE8CB7136C91E72254,300000089,C5780EA698D71EDE8CB7135CF7386254,C5780EA698D71EDE8CB712767C9D6254,EUR,7191.17,6043.00,1148.17,P,,I
C5780EA698D71EDE8CB7136C91E74254,300000090,C5780EA698D71EDE8CB7135CF7388254,C5780EA698D71EDE8CB712767C9E4254,EUR,19331.55,16245.00,3086.55,P,,I
C5780EA698D71EDE8CB7136C91E76254,300000091,C5780EA698D71EDE8CB7135CF738A254,C5780EA698D71EDE8CB712767C9E2254,EUR,3297.49,2771.00,526.49,P,,I
C5780EA698D71EDE8CB7136C91E78254,300000092,C5780EA698D71EDE8CB7135CF738C254,C5780EA698D71EDE8CB712767C9C0254,EUR,1463.58,1229.90,233.68,P,,I
C5780EA698D71EDE8CB7136C91E7A254,300000093,C5780EA698D71EDE8CB7135CF738E254,C5780EA698D71EDE8CB712767C9B8254,EUR,7892.07,6631.99,1260.08,P,,I
C5780EA698D71EDE8CB7136C91E7C254,300000094,C5780EA698D71EDE8CB7135CF7390254,C5780EA698D71EDE8CB712767C9EE254,EUR,5115.77,4298.97,816.80,P,,I
C5780EA698D71EDE8CB7136C91E7E254,300000095,C5780EA698D71EDE8CB7135CF7392254,C5780EA698D71EDE8CB712767C9F2254,EUR,521.22,438.00,83.22,P,,I
C5780EA698D71EDE8CB7136C91E80254,300000096,C5780EA698D71EDE8CB7135CF7394254,C5780EA698D71EDE8CB712767C9E2254,EUR,3297.49,2771.00,526.49,P,,I
C5780EA698D71EDE8CB7136C91E82254,300000097,C5780EA698D71EDE8CB7135CF7396254,C5780EA698D71EDE8CB712767CA04254,EUR,7775.46,6534.00,1241.46,P,,I
C5780EA698D71EDE8CB7136C91E84254,300000098,C5780EA698D71EDE8CB7135CF7398254,C5780EA698D71EDE8CB712767C9EC254,EUR,5234.80,4398.99,835.81,P,,I
C5780EA698D71EDE8CB7136C91E86254,300000099,C5780EA698D71EDE8CB7135CF739A254,C5780EA698D71EDE8CB712767CA04254,EUR,24302.18,20422.00,3880.18,P,,I
C5780EA698D71EDE8CB7136C91E88254,300000100,C5780EA698D71EDE8CB7135CF739C254,C5780EA698D71EDE8CB712767C9C2254,EUR,5007.75,4208.20,799.55,P,,I
C5780EA698D71EDE8CB7136C91E8A254,300000101,C5780EA698D71EDE8CB7135CF739E254,C5780EA698D71EDE8CB712767C9CC254,EUR,3653.30,3070.00,583.30,P,,I
C5780EA698D71EDE8CB7136C91E8C254,300000102,C5780EA698D71EDE8CB7135CF73A0254,C5780EA698D71EDE8CB712767C9C2254,EUR,4074.08,3423.60,650.48,P,,I
C5780EA698D71EDE8CB7136C91E8E254,300000103,C5780EA698D71EDE8CB7135CF73A2254,C5780EA698D71EDE8CB712767C9EA254,EUR,4696.93,3947.00,749.93,P,,I
C5780EA698D71EDE8CB7136C91E90254,300000104,C5780EA698D71EDE8CB7135CF73A4254,C5780EA698D71EDE8CB712767C9B8254,EUR,8509.64,7150.96,1358.68,P,,I
C5780EA698D71EDE8CB7136C91E92254,300000105,C5780EA698D71EDE8CB7135CF73A6254,C5780EA698D71EDE8CB712767C9C6254,EUR,6436.71,5409.00,1027.71,P,,I
C5780EA698D71EDE8CB7136C91E94254,300000106,C5780EA698D71EDE8CB7135CF73A8254,C5780EA698D71EDE8CB712767C9E8254,EUR,2942.87,2473.00,469.87,P,,I
C5780EA698D71EDE8CB7136C91E96254,300000107,C5780EA698D71EDE8CB7135CF73AA254,C5780EA698D71EDE8CB712767C9EC254,EUR,8509.67,7150.98,1358.69,P,,I
C5780EA698D71EDE8CB7136C91E98254,300000108,C5780EA698D71EDE8CB7135CF73AC254,C5780EA698D71EDE8CB712767C9D2254,EUR,6053.53,5087.00,966.53,P,,I
C5780EA698D71EDE8CB7136C91E9A254,300000109,C5780EA698D71EDE8CB7135CF73AE254,C5780EA698D71EDE8CB712767CA00254,EUR,1113.84,936.00,177.84,P,,I
C5780EA698D71EDE8CB7136C91E9C254,300000110,C5780EA698D71EDE8CB7135CF73B0254,C5780EA698D71EDE8CB712767C9F0254,EUR,660.40,554.95,105.45,P,,I
C5780EA698D71EDE8CB7136C91E9E254,300000111,C5780EA698D71EDE8CB7135CF73B2254,C5780EA698D71EDE8CB712767C9C6254,EUR,4676.70,3930.00,746.70,P,,I
C5780EA698D71EDE8CB7136C91EA0254,300000112,C5780EA698D71EDE8CB7135CF73B4254,C5780EA698D71EDE8CB712767C9EE254,EUR,7771.81,6530.93,1240.88,P,,I
C5780EA698D71EDE8CB7136C91EA2254,300000113,C5780EA698D71EDE8CB7135CF73B6254,C5780EA698D71EDE8CB712767C9B2254,EUR,11816.17,9929.55,1886.62,P,,I
C5780EA698D71EDE8CB7136C91EA4254,300000114,C5780EA698D71EDE8CB7135CF73B8254,C5780EA698D71EDE8CB712767CA02254,EUR,4523.19,3801.00,722.19,P,,I
C5780EA698D71EDE8CB7136C91EA6254,300000115,C5780EA698D71EDE8CB7135CF73BA254,C5780EA698D71EDE8CB712767C9E6254,EUR,9935.31,8349.00,1586.31,P,,I
C5780EA698D71EDE8CB7136C91EA8254,300000116,C5780EA698D71EDE8CB7135CF73BC254,C5780EA698D71EDE8CB712767C9BC254,EUR,3982.93,3347.00,635.93,P,,I
C5780EA698D71EDE8CB7136C91EAA254,300000117,C5780EA698D71EDE8CB7135CF73BE254,C5780EA698D71EDE8CB712767C9DA254,EUR,3259.41,2739.00,520.41,P,,I
C5780EA698D71EDE8CB7136C91EAC254,300000118,C5780EA698D71EDE8CB7135CF73C0254,C5780EA698D71EDE8CB712767C9E8254,EUR,4249.49,3571.00,678.49,P,,I
C5780EA698D71EDE8CB7136C91EAE254,300000119,C5780EA698D71EDE8CB7135CF73C2254,C5780EA698D71EDE8CB712767C9D6254,EUR,7539.84,6336.00,1203.84,P,,I
C5780EA698D71EDE8CB7136C91EB0254,300000120,C5780EA698D71EDE8CB7135CF73C4254,C5780EA698D71EDE8CB712767C9BC254,EUR,11506.11,9669.00,1837.11,P,,I
C5780EA698D71EDE8CB7136C91EB2254,300000121,C5780EA698D71EDE8CB7135CF73C6254,C5780EA698D71EDE8CB712767C9D6254,EUR,3752.07,3153.00,599.07,P,,I
C5780EA698D71EDE8CB7136C91EB4254,300000122,C5780EA698D71EDE8CB7135CF73C8254,C5780EA698D71EDE8CB712767C9D6254,EUR,549.78,462.00,87.78,P,,I
C5780EA698D71EDE8CB7136C91EB6254,300000123,C5780EA698D71EDE8CB7135CF73CA254,C5780EA698D71EDE8CB712767C9C4254,EUR,2343.94,1969.70,374.24,P,,I
C5780EA698D71EDE8CB7136C91EB8254,300000124,C5780EA698D71EDE8CB7135CF73CC254,C5780EA698D71EDE8CB712767C9B0254,EUR,6298.57,5292.92,1005.65,P,,I
C5780EA698D71EDE8CB7136C91EBA254,300000125,C5780EA698D71EDE8CB7135CF73CE254,C5780EA698D71EDE8CB712767C9F8254,EUR,3510.75,2950.20,560.55,P,,I
C5780EA698D71EDE8CB7136C91EBC254,300000126,C5780EA698D71EDE8CB7135CF73D0254,C5780EA698D71EDE8CB712767C9D0254,EUR,11738.16,9864.00,1874.16,P,,I
C5780EA698D71EDE8CB7136C91EBE254,300000127,C5780EA698D71EDE8CB7135CF73D2254,C5780EA698D71EDE8CB712767C9E4254,EUR,13258.98,11142.00,2116.98,P,,I
C5780EA698D71EDE8CB7136C91EC0254,300000128,C5780EA698D71EDE8CB7135CF73D4254,C5780EA698D71EDE8CB712767C9BA254,EUR,16561.23,13917.00,2644.23,P,,I
C5780EA698D71EDE8CB7136C91EC2254,300000129,C5780EA698D71EDE8CB7135CF73D6254,C5780EA698D71EDE8CB712767C9D2254,EUR,3422.44,2876.00,546.44,P,,I
C5780EA698D71EDE8CB7136C91EC4254,300000130,C5780EA698D71EDE8CB7135CF73D8254,C5780EA698D71EDE8CB712767C9E6254,EUR,8745.31,7349.00,1396.31,P,,I
C5780EA698D71EDE8CB7136C91EC6254,300000131,C5780EA698D71EDE8CB7135CF73DA254,C5780EA698D71EDE8CB712767C9B2254,EUR,5961.53,5009.69,951.84,P,,I
C5780EA698D71EDE8CB7136C91EC8254,300000132,C5780EA698D71EDE8CB7135CF73DC254,C5780EA698D71EDE8CB712767C9BA254,EUR,31419.57,26403.00,5016.57,P,,I
C5780EA698D71EDE8CB7136C91ECA254,300000133,C5780EA698D71EDE8CB7135CF73DE254,C5780EA698D71EDE8CB712767C9D0254,EUR,7450.59,6261.00,1189.59,P,,I
C5780EA698D71EDE8CB7136C91ECC254,300000134,C5780EA698D71EDE8CB7135CF73E0254,C5780EA698D71EDE8CB712767C9D0254,EUR,3803.24,3196.00,607.24,P,,I
C5780EA698D71EDE8CB7136C91ECE254,300000135,C5780EA698D71EDE8CB7135CF73E2254,C5780EA698D71EDE8CB712767C9EE254,EUR,7134.01,5994.96,1139.05,P,,I
C5780EA698D71EDE8CB7136C91ED0254,300000136,C5780EA698D71EDE8CB7135CF73E4254,C5780EA698D71EDE8CB712767C9B8254,EUR,8212.15,6900.97,1311.18,P,,I
C5780EA698D71EDE8CB7136C91ED2254,300000137,C5780EA698D71EDE8CB7135CF73E6254,C5780EA698D71EDE8CB712767C9D4254,EUR,3257.03,2737.00,520.03,P,,I
C5780EA698D71EDE8CB7136C91ED4254,300000138,C5780EA698D71EDE8CB7135CF73E8254,C5780EA698D71EDE8CB712767CA00254,EUR,2645.37,2223.00,422.37,P,,I
C5780EA698D71EDE8CB7136C91ED6254,300000139,C5780EA698D71EDE8CB7135CF73EA254,C5780EA698D71EDE8CB712767CA02254,EUR,7022.19,5901.00,1121.19,P,,I
C5780EA698D71EDE8CB7136C91ED8254,300000140,C5780EA698D71EDE8CB7135CF73EC254,C5780EA698D71EDE8CB712767C9D8254,EUR,7650.51,6429.00,1221.51,P,,I
C5780EA698D71EDE8CB7136C91EDA254,300000141,C5780EA698D71EDE8CB7135CF73EE254,C5780EA698D71EDE8CB712767C9B2254,EUR,3986.25,3349.79,636.46,P,,I
C5780EA698D71EDE8CB7136C91EDC254,300000142,C5780EA698D71EDE8CB7135CF73F0254,C5780EA698D71EDE8CB712767C9CA254,EUR,3778.25,3175.00,603.25,P,,I
C5780EA698D71EDE8CB7136C91EDE254,300000143,C5780EA698D71EDE8CB7135CF73F2254,C5780EA698D71EDE8CB712767C9C0254,EUR,9599.61,8066.90,1532.71,P,,I
C5780EA698D71EDE8CB7136C91EE0254,300000144,C5780EA698D71EDE8CB7135CF73F4254,C5780EA698D71EDE8CB712767C9E2254,EUR,9859.15,8285.00,1574.15,P,,I
