NODE_KEY,SO_GUID,DLY_NOTE_NUMBER,CREATED_BY,CREATED_AT,CHANGED_BY,CHANGED_AT,GROSS_AMOUNT,NET_AMOUNT,TAX_AMOUNT,CURRENCY_CODE,BUYER_GUID,PAYMENT_STATUS
40F2E9AFC5011EE7AEC4A36FBC0D055C,40F2E9AFC5011EE7AEC4A36A95B8855C,500040270,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.111.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.117.230.0000000000,82795,69575,13220,EUR,42F2E9AFC4EF1EE7A4AB15474379EC01,P
40F2E9AFC5011EE7AEC4A36FBC0D255C,40F2E9AFC5011EE7AEC4A36A95B8A55C,500040271,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.112.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.118.230.0000000000,32594,27390,5204,EUR,40F2E9AFC5011ED7A8B96DBA64F9CD48,P
40F2E9AFC5011EE7AEC4A36FBC0D455C,40F2E9AFC5011EE7AEC4A36A95B8C55C,500040272,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.113.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.119.230.0000000000,24.7,20.76,3.9444,EUR,42F2E9AFC4EF1EE7A4AB15474379CC01,
40F2E9AFC5011EE7AEC4A36FBC0D655C,40F2E9AFC5011EE7AEC4A36A95B8E55C,500040273,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.114.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.120.230.0000000000,8.26,6.938,1.31822,EUR,42F2E9AFC4EF1EE7A4AB1547437A2C01,
40F2E9AFC5011EE7AEC4A36FBC0D855C,40F2E9AFC5011EE7AEC4A36A95B9055C,500040274,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.115.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.121.230.0000000000,3.46,2.907,55233,EUR,42F2E9AFC4EF1EE7A4AB1547437A2C01,
40F2E9AFC5011EE7AEC4A36FBC0DA55C,40F2E9AFC5011EE7AEC4A36A95B9255C,500040275,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.116.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.122.230.0000000000,86273,72498,13775,EUR,42F2E9AFC4EF1EE7A4AB1547437A6C01,P
40F2E9AFC5011EE7AEC4A36FBC0DC55C,40F2E9AFC5011EE7AEC4A36A95B9455C,500040276,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.117.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.123.230.0000000000,7018,5897,1121,EUR,40F2E9AFC5011ED7A8B96DBA64F9CD48,P
40F2E9AFC5011EE7AEC4A36FBC0DE55C,40F2E9AFC5011EE7AEC4A36A95B9655C,500040277,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.118.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.124.230.0000000000,17814,14970,2844,EUR,42F2E9AFC4EF1EE7A4AB15474379CC01,P
40F2E9AFC5011EE7AEC4A36FBC0E055C,40F2E9AFC5011EE7AEC4A36A95B9855C,500040278,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.119.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.125.230.0000000000,87155,73240,13915,EUR,42F2E9AFC4EF1EE7A4AB15474379EC01,P
40F2E9AFC5011EE7AEC4A36FBC0E255C,40F2E9AFC5011EE7AEC4A36A95B9A55C,500040279,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.120.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.126.230.0000000000,1.44,1.21399,23065,EUR,42F2E9AFC4EF1EE7A4AB1547437A8C01,P
40F2E9AFC5011EE7AEC4A36FBC0E455C,40F2E9AFC5011EE7AEC4A36A95B9C55C,500040280,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.121.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.127.230.0000000000,4.74,3.9795,75610,EUR,40F2E9AFC5011ED7A8B9774C83388DB9,
40F2E9AFC5011EE7AEC4A36FBC0E655C,40F2E9AFC5011EE7AEC4A36A95B9E55C,500040281,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.122.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.128.230.0000000000,15898,13360,2538,EUR,42F2E9AFC4EF1EE7A4AB15474379EC01,P
40F2E9AFC5011EE7AEC4A36FBC0E855C,40F2E9AFC5011EE7AEC4A36A95BA055C,500040282,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.123.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.129.230.0000000000,52122,43800,8322,EUR,42F2E9AFC4EF1EE7A4AB1547437A2C01,P
40F2E9AFC5011EE7AEC4A36FBC0EA55C,40F2E9AFC5011EE7AEC4A36A95BA255C,500040283,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.124.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.130.230.0000000000,41150,34580,6570,EUR,42F2E9AFC4EF1EE7A4AB1547437A6C01,P
40F2E9AFC5011EE7AEC4A36FBC0EC55C,40F2E9AFC5011EE7AEC4A36A95BA455C,500040284,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.125.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.131.230.0000000000,9.83,8.257,1.56883,EUR,42F2E9AFC4EF1EE7A4AB15474379CC01,
40F2E9AFC5011EE7AEC4A36FBC0EE55C,40F2E9AFC5011EE7AEC4A36A95BA655C,500040285,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.126.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.201.230.0000000000,25.87,21.737,4.13003,EUR,40F2E9AFC5011ED7A8B96BFBA31EAD48,
40F2E9AFC5011EE7AEC4A36FBC0F055C,40F2E9AFC5011EE7AEC4A36A95BA855C,500040286,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.127.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.202.230.0000000000,14.6,12.271,2.33149,EUR,40F2E9AFC5011ED7A8B96BFBA31EAD48,
40F2E9AFC5011EE7AEC4A36FBC0F255C,40F2E9AFC5011EE7AEC4A36A95BAA55C,500040287,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.128.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.203.230.0000000000,5.63,4.732,89908,EUR,40F2E9AFC5011ED7A8B96BFBA31EAD48,
40F2E9AFC5011EE7AEC4A36FBC0F455C,40F2E9AFC5011EE7AEC4A36A95BAC55C,500040288,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.129.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.204.230.0000000000,1.7,1.43197,27207,EUR,42F2E9AFC4EF1EE7A4AB1547437A6C01,P
40F2E9AFC5011EE7AEC4A36FBC0F655C,40F2E9AFC5011EE7AEC4A36A95BAE55C,500040289,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.130.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.205.230.0000000000,76124,63970,12154,EUR,40F2E9AFC5011ED7A8B96DBA64F9CD48,P
40F2E9AFC5011EE7AEC4A36FBC0F855C,40F2E9AFC5011EE7AEC4A36A95BB055C,500040290,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.131.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.206.230.0000000000,101.3,85.1254,16.17382,EUR,42F2E9AFC4EF1EE7A4AB1547437A2C01,
40F2E9AFC5011EE7AEC4A36FBC0FA55C,40F2E9AFC5011EE7AEC4A36A95BB255C,500040291,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.201.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.207.230.0000000000,25073,21070,4003,EUR,40F2E9AFC5011ED7A8B96DBA64F9CD48,P
40F2E9AFC5011EE7AEC4A36FBC0FC55C,40F2E9AFC5011EE7AEC4A36A95BB455C,500040292,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.202.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.208.230.0000000000,10.31,8.665,1.64635,EUR,42F2E9AFC4EF1EE7A4AB1547437A2C01,
40F2E9AFC5011EE7AEC4A36FBC0FE55C,40F2E9AFC5011EE7AEC4A36A95BB655C,500040293,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.203.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.209.230.0000000000,19516,16400,3116,EUR,42F2E9AFC4EF1EE7A4AB1547437A8C01,P
40F2E9AFC5011EE7AEC4A36FBC10055C,40F2E9AFC5011EE7AEC4A36A95BB855C,500040294,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.204.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.210.230.0000000000,107.1,90,17.1,EUR,40F2E9AFC5011ED7A8B9774C83388DB9,
40F2E9AFC5011EE7AEC4A36FBC10255C,40F2E9AFC5011EE7AEC4A36A95BBA55C,500040295,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.205.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.211.230.0000000000,4.42,3.7107,70503,EUR,42F2E9AFC4EF1EE7A4AB15474379EC01,
40F2E9AFC5011EE7AEC4A36FBC10455C,40F2E9AFC5011EE7AEC4A36A95BBC55C,500040296,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.206.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.212.230.0000000000,32594,27390,5204,EUR,40F2E9AFC5011ED7A8B96BFBA31EAD48,P
40F2E9AFC5011EE7AEC4A36FBC10655C,40F2E9AFC5011EE7AEC4A36A95BBE55C,500040297,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.207.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.213.230.0000000000,23.74,19.953,3.79107,EUR,42F2E9AFC4EF1EE7A4AB15474379CC01,
40F2E9AFC5011EE7AEC4A36FBC10855C,40F2E9AFC5011EE7AEC4A36A95BC055C,500040298,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.208.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.214.230.0000000000,4.5,3.7814,71847,EUR,42F2E9AFC4EF1EE7A4AB1547437A2C01,
40F2E9AFC5011EE7AEC4A36FBC10A55C,40F2E9AFC5011EE7AEC4A36A95BC255C,500040299,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.209.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.215.230.0000000000,2.73,2.2918,43544,EUR,42F2E9AFC4EF1EE7A4AB1547437A2C01,
40F2E9AFC5011EE7AEC4A36FBC10C55C,40F2E9AFC5011EE7AEC4A36A95BC455C,500040300,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.210.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.216.230.0000000000,54131,45488,8643,EUR,42F2E9AFC4EF1EE7A4AB1547437A6C01,P
40F2E9AFC5011EE7AEC4A36FBC10E55C,40F2E9AFC5011EE7AEC4A36A95BC655C,500040301,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.211.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.217.230.0000000000,27489,23100,4389,EUR,40F2E9AFC5011ED7A8B96DBA64F9CD48,P
40F2E9AFC5011EE7AEC4A36FBC11055C,40F2E9AFC5011EE7AEC4A36A95BC855C,500040302,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.212.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.218.230.0000000000,17814,14970,2844,EUR,42F2E9AFC4EF1EE7A4AB15474379EC01,P
40F2E9AFC5011EE7AEC4A36FBC11255C,40F2E9AFC5011EE7AEC4A36A95BCA55C,500040303,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.213.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.219.230.0000000000,87155,73240,13915,EUR,42F2E9AFC4EF1EE7A4AB15474379CC01,P
40F2E9AFC5011EE7AEC4A36FBC11455C,40F2E9AFC5011EE7AEC4A36A95BCC55C,500040304,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.214.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.220.230.0000000000,5.84,4.911,93308,EUR,42F2E9AFC4EF1EE7A4AB1547437A8C01,
40F2E9AFC5011EE7AEC4A36FBC11655C,40F2E9AFC5011EE7AEC4A36A95BCE55C,500040305,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.215.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.221.230.0000000000,113.03,94.9855,18.04724,EUR,40F2E9AFC5011ED7A8B9774C83388DB9,
40F2E9AFC5011EE7AEC4A36FBC11855C,40F2E9AFC5011EE7AEC4A36A95BD055C,500040306,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.216.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.222.230.0000000000,11424,9600,1824,EUR,42F2E9AFC4EF1EE7A4AB15474379EC01,P
40F2E9AFC5011EE7AEC4A36FBC11A55C,40F2E9AFC5011EE7AEC4A36A95BD255C,500040307,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.217.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.223.230.0000000000,52122,43800,8322,EUR,42F2E9AFC4EF1EE7A4AB1547437A6C01,P
40F2E9AFC5011EE7AEC4A36FBC11C55C,40F2E9AFC5011EE7AEC4A36A95BD455C,500040308,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.218.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.224.230.0000000000,41150,34580,6570,EUR,42F2E9AFC4EF1EE7A4AB1547437A2C01,P
40F2E9AFC5011EE7AEC4A36FBC11E55C,40F2E9AFC5011EE7AEC4A36A95BD655C,500040309,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.219.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.225.230.0000000000,10.59,8.9,1.691,EUR,42F2E9AFC4EF1EE7A4AB15474379CC01,
40F2E9AFC5011EE7AEC4A36FBC12055C,40F2E9AFC5011EE7AEC4A36A95BD855C,500040310,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.220.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.226.230.0000000000,25.87,21.737,4.13003,EUR,42F2E9AFC4EF1EE7A4AB1547437CAC01,
40F2E9AFC5011EE7AEC4A36FBC12255C,40F2E9AFC5011EE7AEC4A36A95BDA55C,500040311,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.221.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.227.230.0000000000,14.6,12.271,2.33149,EUR,42F2E9AFC4EF1EE7A4AB1547437C8C01,
40F2E9AFC5011EE7AEC4A36FBC12455C,40F2E9AFC5011EE7AEC4A36A95BDC55C,500040312,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.222.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.228.230.0000000000,5.63,4.732,89908,EUR,42F2E9AFC4EF1EE7A4AB1547437C2C01,
40F2E9AFC5011EE7AEC4A36FBC12655C,40F2E9AFC5011EE7AEC4A36A95BDE55C,500040313,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.223.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.301.230.0000000000,1.7,1.43197,27207,EUR,42F2E9AFC4EF1EE7A4AB1547437C6C01,P
40F2E9AFC5011EE7AEC4A36FBC12855C,40F2E9AFC5011EE7AEC4A36A95BE055C,500040314,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.224.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.302.230.0000000000,76124,63970,12154,EUR,42F2E9AFC4EF1EE7A4AB1547437C6C01,P
40F2E9AFC5011EE7AEC4A36FBC12A55C,40F2E9AFC5011EE7AEC4A36A95BE255C,500040315,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.225.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.303.230.0000000000,101.3,85.1254,16.17382,EUR,42F2E9AFC4EF1EE7A4AB1547437C0C01,
40F2E9AFC5011EE7AEC4A36FBC12C55C,40F2E9AFC5011EE7AEC4A36A95BE455C,500040316,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.226.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.304.230.0000000000,25073,21070,4003,EUR,42F2E9AFC4EF1EE7A4AB1547437C4C01,P
40F2E9AFC5011EE7AEC4A36FBC12E55C,40F2E9AFC5011EE7AEC4A36A95BE655C,500040317,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.227.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.305.230.0000000000,10.31,8.665,1.64635,EUR,42F2E9AFC4EF1EE7A4AB1547437BCC01,
40F2E9AFC5011EE7AEC4A36FBC13055C,40F2E9AFC5011EE7AEC4A36A95BE855C,500040318,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.228.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.306.230.0000000000,19516,16400,3116,EUR,42F2E9AFC4EF1EE7A4AB1547437CAC01,P
40F2E9AFC5011EE7AEC4A36FBC13255C,40F2E9AFC5011EE7AEC4A36A95BEA55C,500040319,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.301.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.307.230.0000000000,3.97,3.338,63422,EUR,42F2E9AFC4EF1EE7A4AB1547437CAC01,
40F2E9AFC5011EE7AEC4A36FBC13455C,40F2E9AFC5011EE7AEC4A36A95BEC55C,500040320,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.302.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.308.230.0000000000,82795,69575,13220,EUR,42F2E9AFC4EF1EE7A4AB1547437C8C01,P
40F2E9AFC5011EE7AEC4A36FBC13655C,40F2E9AFC5011EE7AEC4A36A95BEE55C,500040321,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.303.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.309.230.0000000000,32594,27390,5204,EUR,42F2E9AFC4EF1EE7A4AB1547437BCC01,P
40F2E9AFC5011EE7AEC4A36FBC13855C,40F2E9AFC5011EE7AEC4A36A95BF055C,500040322,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.304.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.310.230.0000000000,24.7,20.76,3.9444,EUR,42F2E9AFC4EF1EE7A4AB1547437C2C01,
40F2E9AFC5011EE7AEC4A36FBC13A55C,40F2E9AFC5011EE7AEC4A36A95BF255C,500040323,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.305.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.311.230.0000000000,8.26,6.938,1.31822,EUR,42F2E9AFC4EF1EE7A4AB1547437C6C01,
40F2E9AFC5011EE7AEC4A36FBC13C55C,40F2E9AFC5011EE7AEC4A36A95BF455C,500040324,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.306.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.312.230.0000000000,3.46,2.907,55233,EUR,42F2E9AFC4EF1EE7A4AB1547437C6C01,
40F2E9AFC5011EE7AEC4A36FBC13E55C,40F2E9AFC5011EE7AEC4A36A95BF655C,500040325,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.307.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.313.230.0000000000,86273,72498,13775,EUR,42F2E9AFC4EF1EE7A4AB1547437C0C01,P
40F2E9AFC5011EE7AEC4A36FBC14055C,40F2E9AFC5011EE7AEC4A36A95BF855C,500040326,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.308.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.314.230.0000000000,7018,5897,1121,EUR,42F2E9AFC4EF1EE7A4AB1547437BCC01,P
40F2E9AFC5011EE7AEC4A36FBC14255C,40F2E9AFC5011EE7AEC4A36A95BFA55C,500040327,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.309.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.315.230.0000000000,17814,14970,2844,EUR,42F2E9AFC4EF1EE7A4AB1547437C2C01,P
40F2E9AFC5011EE7AEC4A36FBC14455C,40F2E9AFC5011EE7AEC4A36A95BFC55C,500040328,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.310.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.316.230.0000000000,87155,73240,13915,EUR,42F2E9AFC4EF1EE7A4AB1547437C8C01,P
40F2E9AFC5011EE7AEC4A36FBC14655C,40F2E9AFC5011EE7AEC4A36A95BFE55C,500040329,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.311.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.317.230.0000000000,1.44,1.21399,23065,EUR,42F2E9AFC4EF1EE7A4AB1547437CAC01,P
40F2E9AFC5011EE7AEC4A36FBC14855C,40F2E9AFC5011EE7AEC4A36A95C0055C,500040330,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.312.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.318.230.0000000000,4.74,3.9795,75610,EUR,42F2E9AFC4EF1EE7A4AB1547437CAC01,
40F2E9AFC5011EE7AEC4A36FBC14A55C,40F2E9AFC5011EE7AEC4A36A95C0255C,500040331,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.313.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.319.230.0000000000,15898,13360,2538,EUR,42F2E9AFC4EF1EE7A4AB1547437C8C01,P
40F2E9AFC5011EE7AEC4A36FBC14C55C,40F2E9AFC5011EE7AEC4A36A95C0455C,500040332,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.314.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.320.230.0000000000,52122,43800,8322,EUR,42F2E9AFC4EF1EE7A4AB1547437C6C01,P
40F2E9AFC5011EE7AEC4A36FBC14E55C,40F2E9AFC5011EE7AEC4A36A95C0655C,500040333,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.315.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.321.230.0000000000,41150,34580,6570,EUR,42F2E9AFC4EF1EE7A4AB1547437C0C01,P
40F2E9AFC5011EE7AEC4A36FBC15055C,40F2E9AFC5011EE7AEC4A36A95C0855C,500040334,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.316.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.322.230.0000000000,9.83,8.257,1.56883,EUR,42F2E9AFC4EF1EE7A4AB1547437C2C01,
40F2E9AFC5011EE7AEC4A36FBC15255C,40F2E9AFC5011EE7AEC4A36A95C0A55C,500040335,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.317.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.323.230.0000000000,25.87,21.737,4.13003,EUR,42F2E9AFC4EF1EE7A4AB1547437C4C01,
40F2E9AFC5011EE7AEC4A36FBC15455C,40F2E9AFC5011EE7AEC4A36A95C0C55C,500040336,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.318.230.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.324.230.0000000000,14.6,12.271,2.33149,EUR,42F2E9AFC4EF1EE7A4AB1547437C4C01,
